eta,f,fPrime,fDoublePrime
0.61,0.061740512501,0.202237545901,0.32997890724
0.62,0.0637793851939,0.205536820117,0.329875380723
0.63,0.0658512453968,0.208835042327,0.329768497691
0.64,0.0679560824211,0.212132178712,0.329658207065
0.65,0.0700938852373,0.21542819494,0.32954445796
0.66,0.0722646424701,0.218723056174,0.329427199691
0.67,0.0744683423932,0.222016727069,0.329306381781
0.68,0.0767049729243,0.225309171777,0.329181953969
0.69,0.0789745216204,0.228600353948,0.329053866209
0.7,0.0812769756722,0.231890236735,0.328922068684
0.71,0.0836123218995,0.235178782791,0.32878651181
0.72,0.0859805467462,0.238465954275,0.328647146239
0.73,0.0883816362754,0.241751712856,0.328503922871
0.74,0.0908155761644,0.245036019711,0.328356792857
0.75,0.0932823516997,0.248318835529,0.328205707605
0.76,0.0957819477724,0.251600120517,0.328050618791
0.77,0.0983143488731,0.2548798344,0.327891478361
0.78,0.100879539088,0.25815793642,0.327728238541
0.79,0.103477502091,0.261434385347,0.327560851843
0.8,0.106108221145,0.264709139477,0.327389271072
0.81,0.108771679091,0.267982156632,0.32721344933
0.82,0.111467858346,0.271253394171,0.327033340031
0.83,0.114196740899,0.274522808987,0.326848896898
0.84,0.116958308305,0.27779035751,0.326660073979
0.85,0.119752541682,0.281055995715,0.326466825649
0.86,0.122579421703,0.28431967912,0.326269106618
0.87,0.125438928598,0.287581362795,0.326066871941
0.88,0.128331042142,0.290841001358,0.325860077022
0.89,0.131255741656,0.294098548987,0.325648677623
0.9,0.134213005998,0.297353959416,0.325432629872
0.91,0.137202813565,0.300607185945,0.325211890271
0.92,0.140225142281,0.303858181438,0.3249864157
0.93,0.143279969598,0.307106898333,0.324756163429
0.94,0.146367272492,0.31035328864,0.324521091123
0.95,0.149487027454,0.313597303949,0.32428115685
0.96,0.152639210492,0.316838895432,0.32403631909
0.97,0.15582379712,0.320078013849,0.323786536741
0.98,0.15904076236,0.323314609549,0.323531769127
0.99,0.162290080735,0.32654863248,0.323271976008
1,0.165571726265,0.329780032185,0.323007117585
1.01,0.168885672465,0.333008757816,0.322737154507
1.02,0.172231892337,0.33623475813,0.322462047884
1.03,0.175610358371,0.3394579815,0.32218175929
1.04,0.179021042538,0.342678375916,0.321896250771
1.05,0.182463916285,0.345895888991,0.321605484856
1.06,0.185938950537,0.349110467965,0.321309424563
1.07,0.189446115687,0.352322059712,0.321008033406
1.08,0.192985381596,0.355530610744,0.320701275404
1.09,0.196556717587,0.358736067213,0.320389115089
1.1,0.200160092445,0.361938374921,0.320071517514
1.11,0.203795474408,0.365137479324,0.31974844826
1.12,0.20746283117,0.368333325534,0.319419873443
1.13,0.211162129874,0.37152585833,0.319085759726
1.14,0.214893337107,0.374715022156,0.318746074321
1.15,0.218656418901,0.377900761136,0.318400785001
1.16,0.222451340727,0.381083019071,0.318049860109
1.17,0.226278067491,0.384261739449,0.317693268559
1.18,0.230136563535,0.387436865452,0.317330979851
1.19,0.234026792628,0.390608339956,0.316962964076
1.2,0.237948717971,0.393776105545,0.316589191923
1.21,0.241902302184,0.396940104511,0.316209634686
1.22,0.245887507312,0.400100278862,0.315824264276
1.23,0.249904294818,0.403256570328,0.315433053224
1.24,0.253952625581,0.406408920368,0.315035974688
1.25,0.258032459892,0.409557270176,0.314633002467
1.26,0.262143757453,0.412701560686,0.314224111001
1.27,0.266286477377,0.415841732582,0.313809275382
1.28,0.270460578178,0.418977726299,0.313388471363
1.29,0.274666017776,0.422109482036,0.312961675362
1.3,0.278902753492,0.425236939756,0.312528864469
1.31,0.283170742044,0.428360039201,0.312090016459
1.32,0.287469939547,0.43147871989,0.31164510979
1.33,0.29180030151,0.434592921132,0.311194123618
1.34,0.296161782835,0.43770258203,0.310737037802
1.35,0.300554337813,0.440807641491,0.310273832908
1.36,0.304977920123,0.443908038229,0.309804490219
1.37,0.30943248283,0.447003710776,0.309328991741
1.38,0.313917978386,0.450094597487,0.308847320207
1.39,0.318434358621,0.453180636548,0.30835945909
1.4,0.322981574751,0.456261765984,0.307865392604
1.41,0.327559577369,0.459337923665,0.30736510571
1.42,0.332168316444,0.462409047316,0.306858584129
1.43,0.336807741327,0.46547507452,0.306345814339
1.44,0.341477800738,0.468535942732,0.305826783589
1.45,0.346178442776,0.471591589282,0.305301479901
1.46,0.350909614909,0.474641951383,0.304769892078
1.47,0.355671263979,0.477686966142,0.304232009707
1.48,0.360463336198,0.480726570563,0.303687823169
1.49,0.365285777146,0.483760701562,0.303137323641
1.5,0.370138531774,0.486789295966,0.302580503102
1.51,0.375021544399,0.489812290529,0.302017354341
1.52,0.379934758707,0.492829621937,0.301447870959
1.53,0.384878117749,0.495841226814,0.300872047377
1.54,0.389851563944,0.498847041735,0.300289878838
1.55,0.394855039073,0.501847003228,0.299701361417
1.56,0.399888484285,0.50484104779,0.299106492019
1.57,0.404951840094,0.507829111888,0.298505268388
1.58,0.410045046376,0.510811131972,0.297897689112
1.59,0.415168042375,0.513787044482,0.297283753624
1.6,0.420320766696,0.516756785858,0.296663462209
1.61,0.42550315731,0.519720292544,0.296036816008
1.62,0.430715151552,0.522677501002,0.29540381702
1.63,0.435956686124,0.525628347718,0.294764468108
1.64,0.441227697089,0.52857276921,0.294118773001
1.65,0.446528119879,0.531510702039,0.293466736298
1.66,0.45185788929,0.534442082815,0.292808363471
1.67,0.457216939484,0.537366848209,0.29214366087
1.68,0.462605203992,0.540284934957,0.291472635722
1.69,0.468022615711,0.543196279875,0.290795296139
1.7,0.473469106907,0.546100819862,0.290111651117
1.71,0.478944609215,0.548998491912,0.289421710538
1.72,0.484449053642,0.551889233123,0.288725485176
1.73,0.489982370565,0.554772980705,0.288022986695
1.74,0.495544489735,0.557649671988,0.287314227653
1.75,0.501135340276,0.560519244434,0.286599221506
1.76,0.506754850686,0.563381635642,0.285877982603
1.77,0.512402948844,0.566236783361,0.285150526195
1.78,0.518079562002,0.569084625495,0.284416868431
1.79,0.523784616795,0.571925100115,0.283677026363
1.8,0.52951803924,0.574758145468,0.28293101794
1.81,0.535279754735,0.577583699982,0.282178862019
1.82,0.541069688066,0.580401702282,0.281420578356
1.83,0.546887763403,0.583212091192,0.280656187611
1.84,0.552733904308,0.586014805749,0.279885711347
1.85,0.558608033734,0.588809785209,0.27910917203
1.86,0.564510074027,0.591596969057,0.278326593029
1.87,0.570439946929,0.594376297018,0.277537998614
1.88,0.576397573581,0.597147709062,0.276743413958
1.89,0.582382874525,0.599911145416,0.275942865132
1.9,0.588395769705,0.602666546574,0.275136379108
1.91,0.594436178475,0.6054138533,0.274323983756
1.92,0.600504019593,0.608153006647,0.27350570784
1.93,0.606599211234,0.610883947954,0.272681581022
1.94,0.612721670985,0.613606618866,0.271851633853
1.95,0.61887131585,0.616320961335,0.271015897778
1.96,0.625048062257,0.619026917633,0.270174405125
1.97,0.631251826058,0.621724430359,0.269327189113
1.98,0.637482522529,0.62441344245,0.268474283839
1.99,0.643740066382,0.627093897188,0.267615724282
2,0.650024371761,0.629765738208,0.266751546295
2.01,0.656335352247,0.632428909508,0.265881786606
2.02,0.662672920866,0.635083355459,0.265006482811
2.03,0.669036990088,0.637729020812,0.26412567337
2.04,0.675427471831,0.640365850706,0.263239397606
2.05,0.681844277469,0.642993790677,0.262347695697
2.06,0.688287317831,0.645612786669,0.261450608674
2.07,0.69475650321,0.648222785039,0.260548178415
2.08,0.701251743363,0.650823732569,0.259640447641
2.09,0.707772947516,0.653415576469,0.258727459908
2.1,0.714320024372,0.655998264392,0.257809259606
2.11,0.720892882111,0.658571744436,0.256885891951
2.12,0.727491428396,0.661135965159,0.255957402977
2.13,0.73411557038,0.663690875581,0.255023839536
2.14,0.740765214705,0.666236425194,0.254085249283
2.15,0.747440267514,0.668772563972,0.253141680679
2.16,0.75414063445,0.671299242377,0.252193182978
2.17,0.760866220664,0.673816411368,0.25123980622
2.18,0.767616930818,0.676324022407,0.25028160123
2.19,0.774392669092,0.67882202747,0.249318619601
2.2,0.781193339189,0.681310379051,0.248350913698
2.21,0.788018844338,0.683789030173,0.247378536638
2.22,0.794869087303,0.686257934393,0.246401542293
2.23,0.801743970383,0.68871704581,0.245419985275
2.24,0.808643395425,0.691166319074,0.244433920929
2.25,0.815567263822,0.693605709391,0.243443405327
2.26,0.822515476522,0.696035172532,0.242448495257
2.27,0.829487934036,0.69845466484,0.241449248213
2.28,0.836484536439,0.700864143234,0.24044572239
2.29,0.843505183379,0.703263565221,0.239437976668
2.3,0.850549774083,0.705652888899,0.238426070612
2.31,0.857618207359,0.708032072966,0.237410064451
2.32,0.864710381607,0.710401076724,0.236390019079
2.33,0.871826194825,0.712759860089,0.235365996037
2.34,0.87896554461,0.715108383593,0.234338057505
2.35,0.886128328168,0.717446608396,0.233306266294
2.36,0.893314442321,0.719774496288,0.232270685833
2.37,0.900523783512,0.722092009695,0.231231380158
2.38,0.90775624781,0.724399111689,0.230188413902
2.39,0.91501173092,0.726695765989,0.229141852285
2.4,0.922290128186,0.728981936969,0.228091761099
2.41,0.929591334599,0.731257589667,0.2270382067
2.42,0.936915244804,0.733522689782,0.225981255996
2.43,0.944261753107,0.73577720369,0.224920976434
2.44,0.95163075348,0.738021098441,0.223857435986
2.45,0.959022139571,0.740254341768,0.222790703143
2.46,0.966435804706,0.742476902093,0.221720846898
2.47,0.9738716419,0.744688748527,0.220647936734
2.48,0.981329543863,0.746889850881,0.219572042613
2.49,0.988809403005,0.749080179667,0.218493234962
2.5,0.996311111448,0.751259706104,0.217411584662
2.51,1.00383456103,0.753428402122,0.216327163032
2.52,1.0113796433,0.755586240366,0.21524004182
2.53,1.01894624955,0.757733194201,0.214150293186
2.54,1.02653427081,0.759869237714,0.213057989692
2.55,1.03414359785,0.761994345721,0.211963204284
2.56,1.0417741212,0.764108493771,0.210866010286
2.57,1.04942573112,0.766211658144,0.209766481378
2.58,1.05709831767,0.768303815862,0.208664691587
2.59,1.06479177067,0.770384944687,0.207560715274
2.6,1.07250597973,0.772455023128,0.206454627116
2.61,1.08024083423,0.77451403044,0.205346502096
2.62,1.08799622337,0.776561946631,0.204236415487
2.63,1.09577203613,0.778598752463,0.203124442837
2.64,1.10356816132,0.780624429453,0.202010659956
2.65,1.11138448756,0.782638959881,0.200895142903
2.66,1.11922090331,0.784642326785,0.19977796797
2.67,1.12707729683,0.786634513969,0.198659211664
2.68,1.13495355627,0.788615506003,0.197538950701
2.69,1.14284956959,0.790585288224,0.196417261983
2.7,1.15076522462,0.79254384674,0.195294222588
2.71,1.15870040907,0.794491168431,0.194169909755
2.72,1.16665501049,0.796427240948,0.193044400867
2.73,1.17462891635,0.79835205272,0.191917773438
2.74,1.18262201397,0.800265592947,0.190790105099
2.75,1.1906341906,0.802167851611,0.18966147358
2.76,1.19866533337,0.804058819468,0.1885319567
2.77,1.20671532933,0.805938488053,0.187401632346
2.78,1.21478406544,0.807806849683,0.186270578465
2.79,1.22287142861,0.809663897451,0.185138873042
2.8,1.23097730566,0.811509625232,0.184006594091
2.81,1.23910158336,0.813344027681,0.182873819636
2.82,1.24724414844,0.815167100233,0.181740627701
2.83,1.25540488759,0.816978839103,0.180607096289
2.84,1.26358368744,0.818779241287,0.179473303371
2.85,1.27178043462,0.820568304558,0.178339326869
2.86,1.27999501573,0.822346027472,0.177205244646
2.87,1.28822731736,0.824112409358,0.176071134484
2.88,1.29647722611,0.825867450327,0.174937074074
2.89,1.30474462857,0.827611151264,0.173803141
2.9,1.31302941134,0.82934351383,0.172669412726
2.91,1.32133146106,0.831064540459,0.171535966578
2.92,1.32965066438,0.832774234359,0.170402879732
2.93,1.33798690798,0.834472599508,0.169270229197
2.94,1.34634007862,0.836159640653,0.168138091805
2.95,1.35471006307,0.83783536331,0.167006544191
2.96,1.36309674818,0.839499773758,0.165875662784
2.97,1.37150002086,0.84115287904,0.164745523789
2.98,1.3799197681,0.842794686961,0.163616203173
2.99,1.38835587697,0.844425206084,0.162487776653
3,1.39680823462,0.846044445726,0.161360319682
3.01,1.40527672832,0.84765241596,0.16023390743
3.02,1.41376124541,0.849249127607,0.159108614779
3.03,1.42226167338,0.850834592236,0.157984516302
3.04,1.43077789981,0.852408822161,0.156861686251
3.05,1.43930981242,0.853971830436,0.155740198545
3.06,1.44785729906,0.855523630852,0.154620126756
3.07,1.45642024772,0.857064237934,0.153501544096
3.08,1.46499854656,0.85859366694,0.152384523403
3.09,1.47359208386,0.860111933851,0.151269137128
3.1,1.48220074808,0.861619055371,0.150155457322
3.11,1.49082442787,0.863115048924,0.149043555626
3.12,1.49946301203,0.864599932648,0.147933503253
3.13,1.50811638955,0.866073725389,0.14682537098
3.14,1.51678444963,0.867536446702,0.145719229135
3.15,1.52546708165,0.86898811684,0.144615147583
3.16,1.5341641752,0.870428756753,0.143513195714
3.17,1.54287562009,0.871858388083,0.142413442434
3.18,1.55160130634,0.873277033158,0.14131595615
3.19,1.56034112421,0.874684714989,0.140220804759
3.2,1.56909496418,0.876081457261,0.139128055639
3.21,1.57786271697,0.877467284332,0.138037775636
3.22,1.58664427356,0.878842221225,0.136950031052
3.23,1.59543952518,0.880206293623,0.135864887634
3.24,1.60424836331,0.881559527865,0.134782410566
3.25,1.6130706797,0.882901950938,0.133702664457
3.26,1.62190636638,0.884233590471,0.13262571333
3.27,1.63075531566,0.885554474732,0.131551620612
3.28,1.63961742012,0.886864632621,0.130480449123
3.29,1.64849257266,0.88816409366,0.12941226107
3.3,1.65738066644,0.889452887992,0.128347118033
3.31,1.66628159496,0.890731046373,0.127285080958
3.32,1.67519525202,0.891998600165,0.126226210148
3.33,1.68412153172,0.893255581329,0.125170565253
3.34,1.69306032851,0.89450202242,0.124118205259
3.35,1.70201153715,0.895737956579,0.123069188486
3.36,1.71097505273,0.896963417526,0.122023572572
3.37,1.7199507707,0.898178439556,0.12098141447
3.38,1.72893858684,0.899383057529,0.119942770437
3.39,1.73793839729,0.900577306864,0.11890769603
3.4,1.74695009854,0.901761223531,0.117876246094
3.41,1.75597358744,0.902934844047,0.116848474755
3.42,1.76500876122,0.904098205466,0.115824435419
3.43,1.77405551748,0.905251345371,0.114804180758
3.44,1.78311375419,0.90639430187,0.113787762704
3.45,1.7921833697,0.907527113585,0.112775232449
3.46,1.80126426277,0.908649819647,0.111766640431
3.47,1.81035633254,0.909762459686,0.110762036331
3.48,1.81945947855,0.910865073829,0.109761469071
3.49,1.82857360073,0.911957702685,0.108764986801
3.5,1.83769859945,0.91304038734,0.107772636899
3.51,1.84683437547,0.914113169352,0.106784465965
3.52,1.85598082997,0.915176090742,0.105800519815
3.53,1.86513786456,0.916229193981,0.104820843477
3.54,1.87430538127,0.917272521991,0.103845481186
3.55,1.88348328256,0.91830611813,0.102874476381
3.56,1.89267147134,0.919330026186,0.1019078717
3.57,1.90186985094,0.920344290371,0.100945708976
3.58,1.91107832515,0.921348955309,0.0999880292355
3.59,1.92029679819,0.922344066033,0.0990348726913
3.6,1.92952517477,0.923329667971,0.0980862787435
3.61,1.93876336001,0.924305806945,0.0971422859744
3.62,1.94801125952,0.925272529154,0.0962029321467
3.63,1.95726877936,0.926229881174,0.0952682542005
3.64,1.96653582607,0.927177909945,0.0943382882518
3.65,1.97581230664,0.928116662763,0.0934130695898
3.66,1.98509812856,0.929046187276,0.0924926326759
3.67,1.99439319978,0.929966531468,0.0915770111418
3.68,2.00369742875,0.930877743659,0.0906662377883
3.69,2.01301072438,0.931779872491,0.0897603445842
3.7,2.02233299608,0.932672966922,0.0888593626655
3.71,2.03166415377,0.933557076216,0.087963322335
3.72,2.04100410782,0.934432249938,0.0870722530613
3.73,2.05035276915,0.935298537943,0.0861861834793
3.74,2.05971004913,0.936155990366,0.0853051413898
3.75,2.06907585967,0.937004657619,0.08442915376
3.76,2.07845011317,0.937844590377,0.0835582467235
3.77,2.08783272253,0.938675839573,0.0826924455816
3.78,2.09722360119,0.93949845639,0.0818317748037
3.79,2.10662266306,0.940312492249,0.0809762580286
3.8,2.1160298226,0.941117998806,0.0801259180656
3.81,2.12544499478,0.94191502794,0.0792807768962
3.82,2.13486809507,0.942703631744,0.0784408556757
3.83,2.1442990395,0.943483862521,0.0776061747349
3.84,2.15373774459,0.944255772771,0.0767767535825
3.85,2.1631841274,0.945019415187,0.0759526109072
3.86,2.17263810551,0.945774842644,0.0751337645803
3.87,2.18209959704,0.94652210819,0.074320231658
3.88,2.19156852065,0.947261265042,0.0735120283847
3.89,2.20104479549,0.947992366575,0.0727091701958
3.9,2.2105283413,0.948715466312,0.071911671721
3.91,2.22001907833,0.949430617921,0.0711195467877
3.92,2.22951692735,0.950137875203,0.0703328084242
3.93,2.2390218097,0.950837292085,0.0695514688643
3.94,2.24853364724,0.951528922614,0.0687755395503
3.95,2.25805236237,0.952212820946,0.0680050311377
3.96,2.26757787806,0.95288904134,0.0672399534993
3.97,2.27711011779,0.953557638149,0.0664803157294
3.98,2.28664900559,0.954218665815,0.0657261261488
3.99,2.29619446606,0.954872178858,0.0649773923092
4,2.3057464243,0.955518231869,0.0642341209984
4.01,2.31530480601,0.956156879506,0.0634963182449
4.02,2.32486953739,0.95678817648,0.0627639893238
4.03,2.33444054522,0.957412177554,0.0620371387615
4.04,2.34401775681,0.958028937529,0.0613157703416
4.05,2.35360110002,0.958638511244,0.0605998871104
4.06,2.36319050326,0.959240953563,0.0598894913825
4.07,2.3727858955,0.959836319369,0.0591845847472
4.08,2.38238720624,0.960424663558,0.0584851680741
4.09,2.39199436555,0.961006041031,0.0577912415195
4.1,2.40160730402,0.961580506687,0.0571028045326
4.11,2.41122595283,0.962148115416,0.056419855862
4.12,2.42085024366,0.962708922092,0.0557423935623
4.13,2.43048010878,0.963262981566,0.0550704150004
4.14,2.44011548098,0.96381034866,0.0544039168628
4.15,2.44975629363,0.964351078158,0.0537428951623
4.16,2.4594024806,0.964885224802,0.0530873452447
4.17,2.46905397636,0.965412843284,0.0524372617962
4.18,2.47871071589,0.96593398824,0.0517926388507
4.19,2.48837263473,0.966448714241,0.0511534697967
4.2,2.49803966896,0.966957075791,0.0505197473849
4.21,2.50771175521,0.967459127318,0.0498914637358
4.22,2.51738883065,0.967954923166,0.049268610347
4.23,2.527070833,0.968444517595,0.0486511781012
4.24,2.53675770052,0.968927964766,0.0480391572735
4.25,2.54644937199,0.969405318744,0.0474325375395
4.26,2.55614578676,0.969876633484,0.046831307983
4.27,2.56584688471,0.970341962832,0.0462354571041
4.28,2.57555260624,0.970801360515,0.0456449728271
4.29,2.58526289232,0.971254880135,0.0450598425088
4.3,2.59497768443,0.971702575168,0.0444800529463
4.31,2.60469692459,0.972144498951,0.0439055903853
4.32,2.61442055535,0.972580704684,0.0433364405286
4.33,2.6241485198,0.973011245421,0.0427725885442
4.34,2.63388076155,0.973436174063,0.0422140190734
4.35,2.64361722475,0.973855543358,0.0416607162397
4.36,2.65335785406,0.974269405889,0.041112663657
4.37,2.66310259469,0.974677814075,0.0405698444381
4.38,2.67285139234,0.975080820164,0.0400322412029
4.39,2.68260419326,0.975478476226,0.0394998360875
4.4,2.6923609442,0.975870834152,0.0389726107524
4.41,2.70212159245,0.976257945645,0.0384505463912
4.42,2.7118860858,0.976639862218,0.0379336237392
4.43,2.72165437255,0.977016635193,0.0374218230819
4.44,2.73142640153,0.977388315686,0.0369151242642
4.45,2.74120212206,0.977754954615,0.0364135066982
4.46,2.75098148399,0.978116602687,0.0359169493726
4.47,2.76076443765,0.978473310399,0.0354254308612
4.48,2.77055093389,0.978825128028,0.0349389293315
4.49,2.78034092407,0.979172105634,0.0344574225532
4.5,2.79013436004,0.979514293053,0.0339808879076
4.51,2.79993119413,0.979851739889,0.0335093023953
4.52,2.8097313792,0.98018449552,0.0330426426459
4.53,2.81953486857,0.980512609082,0.032580884926
4.54,2.82934161607,0.980836129478,0.0321240051479
4.55,2.83915157601,0.981155105363,0.0316719788788
4.56,2.84896470319,0.981469585151,0.0312247813489
4.57,2.85878095289,0.981779617002,0.03078238746
4.58,2.86860028086,0.982085248827,0.0303447717947
4.59,2.87842264336,0.98238652828,0.0299119086242
4.6,2.88824799708,0.982683502755,0.0294837719175
4.61,2.89807629922,0.982976219385,0.0290603353495
4.62,2.90790750743,0.98326472504,0.0286415723097
4.63,2.91774157984,0.98354906632,0.0282274559105
4.64,2.92757847503,0.983829289556,0.027817958996
4.65,2.93741815206,0.984105440807,0.0274130541498
4.66,2.94726057043,0.984377565854,0.0270127137039
4.67,2.95710569011,0.984645710202,0.0266169097465
4.68,2.96695347151,0.984909919076,0.0262256141308
4.69,2.97680387552,0.985170237418,0.0258387984829
4.7,2.98665686344,0.985426709884,0.0254564342099
4.71,2.99651239704,0.985679380844,0.0250784925082
4.72,3.00637043853,0.985928294379,0.0247049443715
4.73,3.01623095055,0.986173494279,0.0243357605988
4.74,3.02609389619,0.986415024041,0.0239709118023
4.75,3.03595923895,0.986652926866,0.0236103684157
4.76,3.04582694278,0.986887245661,0.0232541007012
4.77,3.05569697205,0.987118023033,0.0229020787582
4.78,3.06556929157,0.987345301289,0.0225542725305
4.79,3.07544386656,0.987569122435,0.022210651814
4.8,3.08532066264,0.987789528175,0.0218711862645
4.81,3.09519964587,0.988006559909,0.021535845405
4.82,3.10508078273,0.98822025873,0.0212045986332
4.83,3.11496404007,0.988430665426,0.0208774152291
4.84,3.1248493852,0.988637820476,0.0205542643621
4.85,3.13473678578,0.988841764052,0.0202351150981
4.86,3.14462620991,0.989042536013,0.0199199364071
4.87,3.15451762606,0.989240175911,0.01960869717
4.88,3.16441100311,0.989434722984,0.0193013661856
4.89,3.17430631034,0.989626216158,0.0189979121778
4.9,3.18420351739,0.989814694046,0.018698303802
4.91,3.1941025943,0.990000194948,0.0184025096526
4.92,3.20400351149,0.990182756848,0.0181104982688
4.93,3.21390623976,0.990362417417,0.0178222381422
4.94,3.22381075029,0.99053921401,0.0175376977224
4.95,3.23371701462,0.990713183665,0.0172568454243
4.96,3.24362500466,0.990884363107,0.0169796496339
4.97,3.2535346927,0.991052788741,0.0167060787149
4.98,3.26344605138,0.991218496658,0.0164361010145
4.99,3.2733590537,0.991381522633,0.0161696848703
5,3.28327367301,0.991541902122,0.0159067986156
5.01,3.29318988303,0.991699670266,0.0156474105855
5.02,3.30310765783,0.991854861889,0.0153914891231
5.03,3.3130269718,0.992007511498,0.0151390025849
5.04,3.3229477997,0.992157653284,0.0148899193469
5.05,3.33287011662,0.992305321124,0.0146442078095
5.06,3.34279389799,0.992450548574,0.0144018364039
5.07,3.35271911957,0.99259336888,0.0141627735967
5.08,3.36264575745,0.99273381497,0.013926987896
5.09,3.37257378806,0.992871919457,0.0136944478558
5.1,3.38250318814,0.993007714641,0.0134651220818
5.11,3.39243393476,0.993141232508,0.0132389792364
5.12,3.40236600531,0.993272504731,0.0130159880432
5.13,3.41229937748,0.99340156267,0.0127961172925
5.14,3.42223402928,0.993528437374,0.0125793358456
5.15,3.43216993905,0.993653159581,0.0123656126397
5.16,3.4421070854,0.993775759718,0.0121549166926
5.17,3.45204544727,0.993896267903,0.0119472171068
5.18,3.46198500389,0.994014713945,0.0117424830747
5.19,3.47192573477,0.994131127347,0.011540683882
5.2,3.48186761975,0.994245537303,0.0113417889127
5.21,3.49181063894,0.994357972704,0.0111457676528
5.22,3.50175477272,0.994468462134,0.0109525896945
5.23,3.51170000179,0.994577033874,0.0107622247403
5.24,3.5216463071,0.994683715905,0.0105746426067
5.25,3.5315936699,0.994788535902,0.0103898132279
5.26,3.5415420717,0.994891521245,0.0102077066599
5.27,3.5514914943,0.994992699012,0.0100282930839
5.28,3.56144191975,0.995092095984,0.00985154280939
5.29,3.57139333037,0.995189738647,0.00967742627845
5.3,3.58134570876,0.995285653191,0.00950591406839
5.31,3.59129903776,0.995379865512,0.00933697689532
5.32,3.60125330048,0.995472401215,0.00917058561726
5.33,3.61120848028,0.995563285614,0.00900671123721
5.34,3.62116456077,0.995652543733,0.00884532490619
5.35,3.63112152582,0.995740200309,0.00868639792613
5.36,3.64107935952,0.995826279794,0.00852990175269
5.37,3.65103804624,0.995910806352,0.00837580799805
5.38,3.66099757055,0.995993803868,0.00822408843352
5.39,3.6709579173,0.996075295941,0.00807471499214
5.4,3.68091907153,0.996155305895,0.00792765977121
5.41,3.69088101855,0.996233856771,0.00778289503463
5.42,3.70084374388,0.996310971338,0.00764039321532
5.43,3.71080723327,0.996386672087,0.0075001269174
5.44,3.72077147268,0.996460981237,0.0073620689184
5.45,3.73073644832,0.996533920736,0.00722619217136
5.46,3.7407021466,0.996605512262,0.00709246980681
5.47,3.75066855415,0.996675777225,0.00696087513475
